"","x"
"R01_871_116",31.9791726048628
"R01_911_55",34.3999674601663
"R01_1313_57",35.8379600721563
"R01_1313_71",29.9745023428794
"R01_1457_43",66.2198797832988
"R01_2799_116",52.9279265892453
"R01_2921_118",58.958301514321
"R01_2921_116",52.7098690806012
"R01_3465_117",41.1236711591915
"R01_3917_43",51.8260605311442
